genres,game_title,url,release_date,price,id,developer
"['Indie', 'Strategy']",Mayhem Intergalactic,http://store.steampowered.com/app/18600/Mayhem_Intergalactic/,2007-07-04,9.99,18600,Inventive Dingo
"['Action', 'Indie']",Larva Mortus,http://store.steampowered.com/app/11340/Larva_Mortus/,2009-03-19,4.99,11340,Meridian4
['Strategy'],Knights of Honor,http://store.steampowered.com/app/25830/Knights_of_Honor/,2005-05-10,9.99,25830,Black Sea Studios Ltd
"['Action', 'Adventure', 'Strategy']",Ceville,http://store.steampowered.com/app/23460/Ceville/,2009-02-27,5.99,23460,Realmforge Studios
['Strategy'],Empire: Total War™ - Special Forces Units &amp; Bonus Content,http://store.steampowered.com/app/10600/Empire_Total_War__Special_Forces_Units__Bonus_Content/,2009-03-04,2.99,10600,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
['Action'],Watchmen: The End is Nigh,http://store.steampowered.com/app/21010/Watchmen_The_End_is_Nigh/,2009-03-04,4.99,21010,Deadline Games
"['Action', 'Adventure', 'Indie']",Penumbra Overture,http://store.steampowered.com/app/22180/Penumbra_Overture/,2007-03-30,9.99,22180,Frictional Games
['Action'],Unreal Tournament 3 Black,http://store.steampowered.com/app/13210/Unreal_Tournament_3_Black/,2007-11-19,19.99,13210,"Epic Games, Inc."
['RPG'],Drakensang,http://store.steampowered.com/app/12640/Drakensang/,2009-02-27,9.99,12640,Radon Labs
"['Indie', 'Simulation']",The Graveyard,http://store.steampowered.com/app/27020/The_Graveyard/,2008-03-21,4.99,27020,Tale of Tales
['Racing'],Burnout Paradise: The Ultimate Box,http://store.steampowered.com/app/24740/Burnout_Paradise_The_Ultimate_Box/,2009-02-03,19.99,24740,Criterion Games
"['Action', 'Indie']",The Maw,http://store.steampowered.com/app/26000/The_Maw/,2009-03-09,9.99,26000,Twisted Pixel Games
"['Action', 'Indie']",The Maw: River Redirect,http://store.steampowered.com/app/26006/The_Maw_River_Redirect/,2009-03-16,1.25,26006,Twisted Pixel Games
"['Action', 'Indie']",The Maw: Brute Force,http://store.steampowered.com/app/26005/The_Maw_Brute_Force/,2009-03-16,1.25,26005,Twisted Pixel Games
"['Casual', 'Indie']",Obulis,http://store.steampowered.com/app/11330/Obulis/,2009-03-19,4.99,11330,IonFX
['Indie'],Space Giraffe,http://store.steampowered.com/app/27800/Space_Giraffe/,2009-03-19,9.99,27800,Llamasoft LTD
"['Simulation', 'Strategy']",Codename: Panzers - Cold War,http://store.steampowered.com/app/9850/Codename_Panzers__Cold_War/,2009-03-10,14.99,9850,"InnoGlow,Stormregion,THQ Nordic"
['Casual'],Escape Rosecliff Island,http://store.steampowered.com/app/3600/Escape_Rosecliff_Island/,2009-04-15,4.99,3600,SpinTop Games
"['RPG', 'Massively Multiplayer']",Guild Wars Nightfall®,http://store.steampowered.com/app/29580/Guild_Wars_Nightfallsupsup/,2006-10-27,19.99,29580,ArenaNet®
"['RPG', 'Massively Multiplayer']",Guild Wars® Game of the Year Edition,http://store.steampowered.com/app/29540/Guild_Warssupsup_Game_of_the_Year_Edition/,2005-04-28,19.99,29540,ArenaNet®
"['RPG', 'Massively Multiplayer']",Guild Wars Factions®,http://store.steampowered.com/app/29560/Guild_Wars_Factionssupsup/,2006-04-28,19.99,29560,ArenaNet®
"['Massively Multiplayer', 'RPG']",Guild Wars Trilogy,http://store.steampowered.com/app/29570/Guild_Wars_Trilogy/,2008-09-25,29.99,29570,ArenaNet®
['Casual'],Puzzle Kingdoms,http://store.steampowered.com/app/23700/Puzzle_Kingdoms/,2009-04-16,14.99,23700,Infinite Interactive
['Casual'],Samantha Swift and the Golden Touch,http://store.steampowered.com/app/16060/Samantha_Swift_and_the_Golden_Touch/,2009-04-29,9.99,16060,MumboJumbo
['RPG'],Two Worlds Epic Edition,http://store.steampowered.com/app/1930/Two_Worlds_Epic_Edition/,2009-04-30,9.99,1930,Reality Pump Studios
['Strategy'],Helldorado,http://store.steampowered.com/app/18470/Helldorado/,2009-04-30,9.99,18470,Spellbound
"['Action', 'Adventure', 'RPG']",X-Blades,http://store.steampowered.com/app/7510/XBlades/,2009-02-10,9.99,7510,Gaijin Entertainment
"['Action', 'Indie']",Zeno Clash,http://store.steampowered.com/app/22200/Zeno_Clash/,2009-04-21,9.99,22200,ACE Team
['Indie'],The Maw: Speeder Lane,http://store.steampowered.com/app/26007/The_Maw_Speeder_Lane/,2009-04-29,1.25,26007,Twisted Pixel Games
"['RPG', 'Strategy']",King's Bounty: The Legend,http://store.steampowered.com/app/25900/Kings_Bounty_The_Legend/,2008-09-23,6.99,25900,1C Company
"['Casual', 'Simulation']",Virtual Families,http://store.steampowered.com/app/16200/Virtual_Families/,2009-05-06,9.99,16200,Last Day of Work
['Racing'],Death Track®: Resurrection,http://store.steampowered.com/app/7840/Death_Track_Resurrection/,2009-05-06,2.99,7840,Sky Fallen
"['RPG', 'Strategy']",Freedom Force vs. the Third Reich,http://store.steampowered.com/app/8890/Freedom_Force_vs_the_Third_Reich/,2005-03-08,4.99,8890,Irrational Games
"['RPG', 'Strategy']",Freedom Force,http://store.steampowered.com/app/8880/Freedom_Force/,2002-03-26,4.99,8880,Irrational Games
"['Indie', 'Simulation', 'Strategy']",Light of Altair,http://store.steampowered.com/app/34500/Light_of_Altair/,2009-06-04,14.99,34500,SaintXi
"['Action', 'Simulation']",Darkest Hour: Europe '44-'45,http://store.steampowered.com/app/1280/Darkest_Hour_Europe_4445/,2009-06-09,0.0,1280,Darklight Games
"['Action', 'Adventure']",Prototype™,http://store.steampowered.com/app/10150/Prototype/,2009-06-10,19.99,10150,Radical Entertainment
['Strategy'],Port Royale 2,http://store.steampowered.com/app/12470/Port_Royale_2/,2004-04-30,4.99,12470,Ascaron Entertainment ltd.
['RPG'],The Elder Scrolls IV: Oblivion® Game of the Year Edition,http://store.steampowered.com/app/22330/The_Elder_Scrolls_IV_Oblivion_Game_of_the_Year_Edition/,2007-09-11,14.99,22330,Bethesda Game Studios
['RPG'],The Elder Scrolls III: Morrowind® Game of the Year Edition,http://store.steampowered.com/app/22320/The_Elder_Scrolls_III_Morrowind_Game_of_the_Year_Edition/,2002-04-29,14.99,22320,Bethesda Game Studios
['Adventure'],Ankh 2: Heart of Osiris,http://store.steampowered.com/app/12440/Ankh_2_Heart_of_Osiris/,2007-05-18,4.99,12440,Deck 13
['Simulation'],Armored Fist 3,http://store.steampowered.com/app/32710/Armored_Fist_3/,1999-09-01,9.99,32710,NovaLogic
['Simulation'],MiG-29 Fulcrum,http://store.steampowered.com/app/32740/MiG29_Fulcrum/,1998-09-07,9.99,32740,NovaLogic
['Strategy'],BC Kings,http://store.steampowered.com/app/12460/BC_Kings/,2008-09-15,4.99,12460,Mascot Entertainment
['Action'],Call of Juarez®: Bound in Blood,http://store.steampowered.com/app/21980/Call_of_Juarez_Bound_in_Blood/,2009-06-30,9.99,21980,Techland
['Adventure'],Nancy Drew®: Legend of the Crystal Skull,http://store.steampowered.com/app/31860/Nancy_Drew_Legend_of_the_Crystal_Skull/,2007-10-01,6.99,31860,HeR Interactive
['Adventure'],Nancy Drew®: The Creature of Kapu Cave,http://store.steampowered.com/app/31900/Nancy_Drew_The_Creature_of_Kapu_Cave/,2006-10-01,6.99,31900,HeR Interactive
['Adventure'],Nancy Drew®: The Phantom of Venice,http://store.steampowered.com/app/31920/Nancy_Drew_The_Phantom_of_Venice/,2008-07-01,6.99,31920,HeR Interactive
['Adventure'],Nancy Drew®: The White Wolf of Icicle Creek,http://store.steampowered.com/app/31930/Nancy_Drew_The_White_Wolf_of_Icicle_Creek/,2007-07-01,6.99,31930,HeR Interactive
"['Casual', 'Indie']",BRAINPIPE: A Plunge to Unhumanity,http://store.steampowered.com/app/35800/BRAINPIPE_A_Plunge_to_Unhumanity/,2008-12-24,0.0,35800,Digital Eel
['Adventure'],Tales of Monkey Island Complete Pack,http://store.steampowered.com/app/31170/Tales_of_Monkey_Island_Complete_Pack/,2009-07-07,19.99,31170,Telltale Games
['Action'],Street Fighter® IV,http://store.steampowered.com/app/21660/Street_Fighter_IV/,2009-07-07,19.99,21660,Capcom
"['Action', 'Adventure', 'Racing', 'Simulation', 'Strategy']",Thrillville®: Off the Rails™,http://store.steampowered.com/app/6080/Thrillville_Off_the_Rails/,2007-10-09,9.99,6080,Frontier
['Adventure'],Indiana Jones® and the Fate of Atlantis™,http://store.steampowered.com/app/6010/Indiana_Jones_and_the_Fate_of_Atlantis/,1992-06-01,5.99,6010,LucasArts
['Action'],Armed and Dangerous®,http://store.steampowered.com/app/6090/Armed_and_Dangerous/,2003-12-02,5.99,6090,Planet Moon Studios
['Action'],"Star Wars: Battlefront 2 (Classic, 2005)",http://store.steampowered.com/app/6060/Star_Wars_Battlefront_2_Classic_2005/,2005-11-01,9.99,6060,Pandemic Studios
['Adventure'],Indiana Jones® and the Last Crusade™,http://store.steampowered.com/app/32310/Indiana_Jones_and_the_Last_Crusade/,1989-07-01,5.99,32310,LucasArts
"['Action', 'Adventure']",LEGO® Indiana Jones™: The Original Adventures,http://store.steampowered.com/app/32330/LEGO_Indiana_Jones_The_Original_Adventures/,2008-06-03,19.99,32330,Traveller's Tales
['Adventure'],The Secret of Monkey Island: Special Edition,http://store.steampowered.com/app/32360/The_Secret_of_Monkey_Island_Special_Edition/,2009-07-15,9.99,32360,LucasArts
['Strategy'],Warfare,http://store.steampowered.com/app/35300/Warfare/,2008-11-20,12.99,35300,GFI Russia
"['Action', 'Racing']",Clutch,http://store.steampowered.com/app/35310/Clutch/,2009-06-02,9.99,35310,Targem Games
['Adventure'],Nancy Drew®: Ransom of the Seven Ships,http://store.steampowered.com/app/31980/Nancy_Drew_Ransom_of_the_Seven_Ships/,2009-07-21,6.99,31980,HeR Interactive
['Sports'],3D Ultra™ Minigolf Adventures,http://store.steampowered.com/app/10140/3D_Ultra_Minigolf_Adventures/,2006-12-20,9.99,10140,Wanako Games
['Adventure'],King's Quest™ Collection,http://store.steampowered.com/app/10100/Kings_Quest_Collection/,2006-09-01,19.99,10100,Sierra
['Action'],TimeShift™,http://store.steampowered.com/app/10130/TimeShift/,2007-10-30,19.99,10130,Saber Interactive
['Adventure'],Space Quest™ Collection,http://store.steampowered.com/app/10110/Space_Quest_Collection/,2006-09-01,19.99,10110,Sierra
['Action'],Killing Floor Outbreak Character Pack,http://store.steampowered.com/app/1256/Killing_Floor_Outbreak_Character_Pack/,2009-07-24,7.99,1256,Tripwire Interactive
"['Action', 'Casual']",Aces of the Galaxy™,http://store.steampowered.com/app/10120/Aces_of_the_Galaxy/,2008-06-04,9.99,10120,Artech Studios
"['Simulation', 'Strategy']",Tropico Reloaded,http://store.steampowered.com/app/33520/Tropico_Reloaded/,2009-07-24,6.99,33520,"PopTop Software,BreakAway Games,Frog City Software"
['Casual'],Mystery P.I. - Lost in Los Angeles,http://store.steampowered.com/app/3610/Mystery_PI__Lost_in_Los_Angeles/,2009-07-27,4.99,3610,SpinTop Games
['Action'],Bionic Commando: Rearmed,http://store.steampowered.com/app/21680/Bionic_Commando_Rearmed/,2008-08-14,9.99,21680,Capcom
"['Action', 'Adventure']",Bionic Commando,http://store.steampowered.com/app/21670/Bionic_Commando/,2009-07-28,9.99,21670,Capcom
['Action'],Watchmen: The End is Nigh Part 2,http://store.steampowered.com/app/21030/Watchmen_The_End_is_Nigh_Part_2/,2009-07-29,4.99,21030,Deadline Games
"['Action', 'Indie']",Foreign Legion: Buckets of Blood,http://store.steampowered.com/app/36000/Foreign_Legion_Buckets_of_Blood/,2009-08-04,4.99,36000,Sakari Indie
"['Adventure', 'RPG']",STAR WARS™ - Knights of the Old Republic™,http://store.steampowered.com/app/32370/STAR_WARS__Knights_of_the_Old_Republic/,2003-11-19,9.99,32370,"BioWare,Aspyr (Mac)"
"['Indie', 'Casual']",Osmos,http://store.steampowered.com/app/29180/Osmos/,2009-08-18,9.99,29180,Hemisphere Games
['RPG'],Fallout 2: A Post Nuclear Role Playing Game,http://store.steampowered.com/app/38410/Fallout_2_A_Post_Nuclear_Role_Playing_Game/,1998-12-01,9.99,38410,Black Isle Studios
['Strategy'],Fallout Tactics: Brotherhood of Steel,http://store.steampowered.com/app/38420/Fallout_Tactics_Brotherhood_of_Steel/,2001-03-01,9.99,38420,14° East
['Action'],Kingpin — Life of Crime,http://store.steampowered.com/app/38430/Kingpin__Life_of_Crime/,1999-06-01,9.99,38430,Xatrix Entertainment
['Adventure'],Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,http://store.steampowered.com/app/31180/Tales_of_Monkey_Island_Complete_Pack_Chapter_2__The_Siege_of_Spinner_Cay/,2009-08-20,19.99,31180,Telltale Games
['Casual'],Jewel Quest Pack,http://store.steampowered.com/app/37960/Jewel_Quest_Pack/,2009-08-24,19.99,37960,iWin
['Casual'],Mahjong Quest Collection,http://store.steampowered.com/app/38000/Mahjong_Quest_Collection/,2009-08-24,9.99,38000,iWin
"['Adventure', 'Indie']","Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",http://store.steampowered.com/app/37400/Time_Gentlemen_Please_and_Ben_There_Dan_That_Special_Edition__Double_Pack/,2009-06-22,4.99,37400,Size Five Games
['Action'],Tom Clancy's Splinter Cell Chaos Theory®,http://store.steampowered.com/app/13570/Tom_Clancys_Splinter_Cell_Chaos_Theory/,2005-03-29,9.99,13570,Ubisoft Montreal
['Strategy'],XIII Century – Gold Edition,http://store.steampowered.com/app/34420/XIII_Century__Gold_Edition/,2009-08-28,4.99,34420,Unicorn Games Studio
['Simulation'],World of Zoo,http://store.steampowered.com/app/43100/World_of_Zoo/,2009-10-30,14.99,43100,Blue Fang
"['Action', 'Adventure']",Mini Ninjas,http://store.steampowered.com/app/35000/Mini_Ninjas/,2009-09-08,9.99,35000,IO Interactive
"['Adventure', 'Casual', 'Indie']",Windosill,http://store.steampowered.com/app/37600/Windosill/,2009-05-26,2.99,37600,"Vectorpark, Inc."
['Simulation'],Train Simulator: Colton &amp; Northern Route Add-On,http://store.steampowered.com/app/24029/Train_Simulator_Colton__Northern_Route_AddOn/,2009-09-25,24.99,24029,All Aboard
"['Adventure', 'Casual']",Midnight Mysteries,http://store.steampowered.com/app/32140/Midnight_Mysteries/,2009-09-28,9.99,32140,MumboJumbo
['Adventure'],Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,http://store.steampowered.com/app/31190/Tales_of_Monkey_Island_Complete_Pack_Chapter_3__Lair_of_the_Leviathan/,2009-09-07,19.99,31190,Telltale Games
['Action'],Joint Operations: Combined Arms Gold,http://store.steampowered.com/app/32770/Joint_Operations_Combined_Arms_Gold/,2009-08-18,19.99,32770,NovaLogic
['Simulation'],Train Simulator: US Loco &amp; Asset Pack,http://store.steampowered.com/app/208306/Train_Simulator_US_Loco__Asset_Pack/,2009-10-01,17.99,208306,Dovetail Games
['Simulation'],DinerTown Tycoon,http://store.steampowered.com/app/37300/DinerTown_Tycoon/,2009-09-30,9.99,37300,PlayFirst
['Simulation'],Train Simulator: European Loco &amp; Asset Pack,http://store.steampowered.com/app/208300/Train_Simulator_European_Loco__Asset_Pack/,2009-10-01,19.99,208300,Dovetail Games
['RPG'],Risen,http://store.steampowered.com/app/40300/Risen/,2009-10-30,9.99,40300,Piranha Bytes
['Casual'],Flora's Fruit Farm,http://store.steampowered.com/app/35070/Floras_Fruit_Farm/,2009-10-01,3.99,35070,Honeyslug
['Strategy'],Empire: Total War™ - The Warpath Campaign,http://store.steampowered.com/app/10606/Empire_Total_War__The_Warpath_Campaign/,2009-10-05,9.99,10606,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
"['Adventure', 'Indie']",Machinarium,http://store.steampowered.com/app/40700/Machinarium/,2009-10-16,9.99,40700,Amanita Design
['Action'],Medal of Honor: Airborne,http://store.steampowered.com/app/24840/Medal_of_Honor_Airborne/,2007-09-04,9.99,24840,EA Los Angeles
['Racing'],Need for Speed: Shift,http://store.steampowered.com/app/24870/Need_for_Speed_Shift/,2009-09-15,19.99,24870,Slightly Mad Studios
['RPG'],Torchlight,http://store.steampowered.com/app/41500/Torchlight/,2009-10-27,14.99,41500,Runic Games
['Strategy'],Command &amp; Conquer: Red Alert 3 - Uprising,http://store.steampowered.com/app/24800/Command__Conquer_Red_Alert_3__Uprising/,2009-03-12,19.99,24800,EA Los Angeles
['Strategy'],The Stronghold Collection,http://store.steampowered.com/app/901735/The_Stronghold_Collection/,2009-10-27,19.99,901735,FireFly Studios
['Strategy'],East India Company: Privateer,http://store.steampowered.com/app/42800/East_India_Company_Privateer/,2009-10-27,4.99,42800,Nitro Games
['Action'],Painkiller: Resurrection,http://store.steampowered.com/app/39560/Painkiller_Resurrection/,2009-10-27,9.99,39560,Homegrown Games
"['RPG', 'Strategy']",SpellForce 2 - Anniversary Edition,http://store.steampowered.com/app/39550/SpellForce_2__Anniversary_Edition/,2009-10-29,14.99,39550,"Phenomic,THQ Nordic"
['Adventure'],Secret Files: Tunguska,http://store.steampowered.com/app/40330/Secret_Files_Tunguska/,2009-10-29,9.99,40330,Animation Arts
['Strategy'],Rush for Berlin Gold,http://store.steampowered.com/app/40320/Rush_for_Berlin_Gold/,2009-10-29,4.99,40320,Stormregion
['Adventure'],Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,http://store.steampowered.com/app/31200/Tales_of_Monkey_Island_Complete_Pack_Chapter_4__The_Trial_and_Execution_of_Guybrush_Threepwood/,2009-10-07,19.99,31200,Telltale Games
['Strategy'],Men of War: Red Tide,http://store.steampowered.com/app/3130/Men_of_War_Red_Tide/,2009-11-01,4.99,3130,1C Company
"['Action', 'Indie']",Hammerfight,http://store.steampowered.com/app/41100/Hammerfight/,2009-09-19,4.99,41100,Konstantin Koshutin
"['Action', 'RPG']",SpellForce - Platinum Edition,http://store.steampowered.com/app/39540/SpellForce__Platinum_Edition/,2009-11-03,9.99,39540,Phenomic
['Strategy'],Massive Assault: Phantom Renaissance,http://store.steampowered.com/app/34640/Massive_Assault_Phantom_Renaissance/,2005-03-03,9.99,34640,Wargaming.net
['Strategy'],Massive Assault,http://store.steampowered.com/app/34630/Massive_Assault/,2003-10-28,9.99,34630,Wargaming.net
"['Action', 'Indie']",Serious Sam HD: The First Encounter,http://store.steampowered.com/app/41000/Serious_Sam_HD_The_First_Encounter/,2009-11-24,14.99,41000,Croteam
['Adventure'],Secret Files 2: Puritas Cordis,http://store.steampowered.com/app/40340/Secret_Files_2_Puritas_Cordis/,2009-10-29,9.99,40340,Animation Arts
['RPG'],Dragon Age: Origins,http://store.steampowered.com/app/17450/Dragon_Age_Origins/,2009-11-06,19.99,17450,BioWare
"['Action', 'RPG', 'Indie']",Aztaka,http://store.steampowered.com/app/37100/Aztaka/,2009-05-07,4.99,37100,Citeremis Inc.
"['Indie', 'Casual']",Magnetis,http://store.steampowered.com/app/37500/Magnetis/,2009-11-05,1.99,37500,Yullaby
['Strategy'],For The Glory: A Europa Universalis Game,http://store.steampowered.com/app/42810/For_The_Glory_A_Europa_Universalis_Game/,2009-11-11,9.99,42810,Crystal Empire Games
['Action'],Call of Duty®: Modern Warfare® 2,http://store.steampowered.com/app/10180/Call_of_Duty_Modern_Warfare_2/,2009-11-12,19.99,10180,"Infinity Ward,Aspyr (Mac)"
['Adventure'],LEGO® Star Wars™ - The Complete Saga,http://store.steampowered.com/app/32440/LEGO_Star_Wars__The_Complete_Saga/,2009-11-12,19.99,32440,"Traveller's Tales,Feral Interactive (Mac)"
['RPG'],Overlord™,http://store.steampowered.com/app/11450/Overlord/,2007-06-26,4.99,11450,"Triumph Studios,Virtual Programming"
['RPG'],Overlord™: Raising Hell,http://store.steampowered.com/app/12710/Overlord_Raising_Hell/,2008-02-15,9.99,12710,"Triumph Studios,Virtual Programming"
['Strategy'],Command &amp; Conquer 3: Tiberium Wars,http://store.steampowered.com/app/24790/Command__Conquer_3_Tiberium_Wars/,2007-03-28,14.99,24790,EA Los Angeles
"['Indie', 'Casual']",Yumsters 2: Around the World,http://store.steampowered.com/app/29120/Yumsters_2_Around_the_World/,2008-07-23,4.99,29120,KranX Productions
